CustomerID,Country,TotalQuantity,TotalSpent,Frequency,AvgTicket,UniqueProducts,AvgUnitPrice,Recency,LastPurchase
12442,Spain,182,172.06,1,172.06,12,3.34,3,2011-12-06 14:22:00
12444,Norway,1153,5005.46,5,1001.092,138,6.3586931818181816,21,2011-11-18 13:23:00
12445,Spain,62,133.4,1,133.4,4,7.9875,22,2011-11-17 18:43:00
12446,RSA,351,1002.3100000000001,1,1002.3100000000001,57,4.352631578947368,58,2011-10-13 12:50:00
12447,Belgium,190,476.49,1,476.49,26,3.5742307692307693,243,2011-04-10 13:25:00
12448,Spain,243,449.45,1,449.45,22,5.951818181818182,44,2011-10-26 13:46:00
12449,Belgium,1553,4067.29,4,1016.8225,118,3.694712041884817,22,2011-11-17 13:46:00
12450,Spain,128,197.88,2,98.94,7,1.6175,156,2011-07-06 14:41:00
12451,Switzerland,6575,9035.52,5,1807.104,265,2.450084745762712,11,2011-11-29 08:40:00
12452,Switzerland,185,430.57,2,215.285,21,4.485,17,2011-11-23 10:28:00
12453,Austria,473,707.09,1,707.09,43,2.393255813953488,134,2011-07-28 14:08:00
12454,Spain,1006,3528.34,1,3528.34,15,7.282,56,2011-10-14 17:13:00
12455,Spain,2089,2466.86,6,411.1433333333334,85,3.173333333333334,73,2011-09-27 15:31:00
12456,Switzerland,1633,3181.04,3,1060.3466666666666,105,3.62456,44,2011-10-26 14:41:00
12457,Switzerland,843,2363.23,7,337.6042857142857,53,5.357096774193548,66,2011-10-04 13:13:00
12458,Switzerland,506,947.4,2,473.7,35,4.326315789473685,71,2011-09-29 15:25:00
12461,Switzerland,287,826.88,2,413.44,35,4.258857142857143,94,2011-09-06 16:57:00
12462,Spain,536,1189.59,2,594.795,51,4.689516129032258,19,2011-11-21 09:11:00
12463,Belgium,776,1344.78,4,336.195,65,3.0434939759036146,53,2011-10-17 13:44:00
12464,Belgium,112,1212.05,8,151.50625,6,11.832758620689654,10,2011-11-29 13:33:00
12465,Belgium,479,742.1899999999999,2,371.09499999999997,46,2.76,17,2011-11-22 16:34:00
12468,Germany,366,729.5400000000001,2,364.77000000000004,36,3.5149999999999997,188,2011-06-05 11:36:00
12471,Germany,8212,19824.05,30,660.8016666666666,150,4.300369565217392,2,2011-12-07 15:43:00
12472,Germany,4148,6572.11,7,938.8728571428571,219,2.397669616519174,32,2011-11-07 14:01:00
12473,Germany,2439,3938.5499999999997,5,787.7099999999999,140,8.323928571428572,29,2011-11-10 13:46:00
12474,Germany,4847,7375.79,18,409.7661111111111,253,2.8656603773584903,17,2011-11-22 14:39:00
12475,Germany,535,723.38,1,723.38,36,2.941111111111111,54,2011-10-17 10:10:00
12476,Germany,2408,6816.42,11,619.6745454545454,177,4.831030042918456,16,2011-11-24 12:40:00
12477,Germany,3653,13219.74,6,2203.29,191,4.3832,23,2011-11-17 09:51:00
12478,Greece,236,680.99,1,680.99,36,4.537777777777778,4,2011-12-06 09:56:00
12479,Germany,385,527.2,1,527.2,31,2.6687096774193546,11,2011-11-28 13:26:00
12480,Germany,1707,3281.63,4,820.4075,129,3.1344155844155845,28,2011-11-11 14:52:00
12481,Germany,3304,5596.32,10,559.632,150,3.4149769585253456,23,2011-11-17 08:29:00
12483,Sweden,1110,2484.98,8,310.6225,46,5.198133333333334,17,2011-11-22 17:02:00
12484,Spain,2191,4541.72,6,756.9533333333334,256,3.126098265895954,33,2011-11-07 11:37:00
12488,France,529,1298.66,3,432.8866666666667,46,3.7347272727272727,10,2011-11-30 08:50:00
12489,France,105,334.93,1,334.93,15,5.908,336,2011-01-07 13:13:00
12490,France,3064,5417.93,10,541.793,131,2.692857142857143,5,2011-12-04 16:07:00
12491,France,260,460.40000000000003,1,460.40000000000003,25,3.376923076923077,39,2011-11-01 12:18:00
12492,Germany,192,263.21000000000004,2,131.60500000000002,19,3.3475,63,2011-10-07 15:15:00
12493,France,207,433.74,2,216.87,20,4.309090909090909,166,2011-06-27 10:17:00
12494,France,707,1246.1000000000001,7,178.01428571428573,63,3.862207792207792,16,2011-11-24 09:34:00
12497,Germany,1236,1043.1,1,1043.1,14,2.06,82,2011-09-19 12:29:00
12498,Germany,159,403.70000000000005,3,134.5666666666667,21,4.197826086956522,21,2011-11-18 12:53:00
12500,Germany,2678,4257.82,11,387.07454545454544,34,5.63688524590164,23,2011-11-16 16:20:00
12501,Germany,1783,2169.39,1,2169.39,149,2.4126845637583894,337,2011-01-07 12:28:00
12502,Spain,820,3723.87,5,744.774,102,6.425238095238095,96,2011-09-05 11:52:00
12504,Germany,90,482.04999999999995,2,241.02499999999998,6,9.011111111111111,18,2011-11-21 16:02:00
12506,France,23,73.5,1,73.5,23,3.1956521739130435,233,2011-04-21 08:54:00
12507,Spain,894,1304.81,3,434.93666666666667,19,4.862857142857143,134,2011-07-28 17:09:00
12508,France,272,398.27,2,199.135,57,1.7204347826086959,26,2011-11-13 15:37:00
12509,France,55,176.5,1,176.5,7,5.564285714285715,284,2011-02-28 14:45:00
12510,Spain,353,982.5699999999999,2,491.28499999999997,29,4.263333333333334,143,2011-07-20 10:15:00
12512,Israel,99,138.03,2,69.015,31,2.5794117647058825,66,2011-10-04 14:55:00
12513,France,462,612.29,1,612.29,35,2.180571428571428,113,2011-08-19 10:51:00
12514,Italy,440,1017.68,1,1017.68,51,3.296862745098039,267,2011-03-17 16:38:00
12515,Italy,131,383.7,1,383.7,16,6.78125,353,2010-12-21 15:43:00
12516,Germany,875,1312.06,2,656.03,20,2.725769230769231,78,2011-09-23 09:13:00
12517,Germany,1371,2502.84,5,500.56800000000004,232,2.3527464788732395,28,2011-11-11 14:04:00
12518,Germany,1318,2056.89,5,411.378,84,2.837177419354839,1,2011-12-09 10:13:00
12519,Germany,183,340.84,1,340.84,17,2.9911111111111115,64,2011-10-07 09:26:00
12520,Germany,1439,2634.26,5,526.8520000000001,121,3.288421052631579,79,2011-09-21 15:23:00
12521,Germany,309,599.68,1,599.68,38,2.995789473684211,143,2011-07-20 10:51:00
12522,Germany,194,192.72,2,96.36,11,5.0008333333333335,39,2011-10-31 15:30:00
12523,France,865,1789.77,11,162.70636363636365,84,4.935471698113207,19,2011-11-20 12:55:00
12524,Germany,3699,4485.72,8,560.715,113,2.9170833333333333,9,2011-11-30 15:31:00
12526,Germany,632,1316.66,3,438.8866666666667,64,3.3538028169014087,1,2011-12-09 12:09:00
12527,Germany,234,348.71000000000004,3,116.23666666666668,18,2.9294444444444445,82,2011-09-19 11:55:00
12528,Germany,756,1933.48,6,322.24666666666667,50,5.487934782608695,9,2011-11-30 14:40:00
12530,Germany,913,1662.28,4,415.57,51,3.8854545454545453,60,2011-10-11 12:34:00
12531,Germany,45,125.22,1,125.22,17,3.8094117647058825,15,2011-11-25 11:12:00
12532,France,153,349.83000000000004,1,349.83000000000004,16,3.698125,30,2011-11-09 13:47:00
12534,Germany,651,1089.18,1,1089.18,63,3.035396825396825,131,2011-08-01 10:26:00
12535,France,219,716.35,2,358.175,28,4.451470588235294,92,2011-09-09 08:48:00
12536,France,2803,12601.830000000002,3,4200.610000000001,260,34.75452107279693,43,2011-10-27 14:20:00
12538,Spain,191,363.95,1,363.95,21,3.6433333333333335,29,2011-11-10 17:16:00
12539,Spain,2067,5568.35,4,1392.0875,157,4.176520146520147,22,2011-11-17 13:30:00
12540,Spain,6685,13400.24,17,788.2494117647059,277,3.847050209205021,20,2011-11-20 11:31:00
12541,Spain,680,981.18,3,327.06,46,3.615769230769231,30,2011-11-10 10:40:00
12544,Spain,136,372.7,1,372.7,19,4.106315789473685,36,2011-11-03 16:15:00
12545,Spain,523,1000.39,2,500.195,42,4.0238,75,2011-09-25 13:39:00
12546,Spain,633,1161.5,2,580.75,59,3.199275362318841,47,2011-10-24 12:09:00
12547,Spain,134,207.79999999999998,2,103.89999999999999,7,7.95,198,2011-05-26 12:38:00
12548,Spain,49,95.19999999999999,1,95.19999999999999,5,6.720000000000001,166,2011-06-26 15:35:00
12550,Spain,569,964.83,1,964.83,57,3.0903508771929826,79,2011-09-21 14:35:00
12551,Spain,100,168.0,1,168.0,10,1.6800000000000002,358,2010-12-17 11:23:00
12552,Italy,88,437.82,2,218.91,20,9.1155,39,2011-11-01 10:02:00
12553,France,1965,3692.28,10,369.228,95,3.1996335078534033,8,2011-12-01 16:38:00
12556,Spain,358,603.71,2,301.855,100,2.6623140495867768,50,2011-10-20 13:06:00
12557,Spain,4384,11990.960000000001,5,2398.192,15,2.1766666666666667,16,2011-11-23 16:59:00
12558,USA,196,269.96,1,269.96,11,1.25,8,2011-12-02 10:41:00
12559,Germany,283,561.71,2,280.855,21,3.5490476190476192,311,2011-02-02 09:49:00
12560,Germany,1110,2134.01,3,711.3366666666667,91,2.8562857142857143,5,2011-12-04 13:54:00
12561,Germany,177,238.85,1,238.85,16,2.964375,303,2011-02-10 11:39:00
12562,France,1779,3781.7400000000002,7,540.2485714285715,99,3.188214285714286,8,2011-12-01 17:20:00
12564,France,133,456.9,1,456.9,21,5.576190476190476,261,2011-03-23 14:55:00
12565,Saudi Arabia,80,145.92,1,145.92,9,2.351111111111111,289,2011-02-24 10:34:00
12566,Germany,265,351.65,1,351.65,19,3.903684210526316,86,2011-09-14 14:30:00
12567,France,4305,9401.28,10,940.128,323,3.40847533632287,23,2011-11-17 11:02:00
12569,Germany,1801,4124.69,32,128.8965625,92,5.434574468085106,2,2011-12-07 16:24:00
12571,France,523,519.61,2,259.805,31,1.3205882352941176,40,2011-10-31 10:19:00
12572,Germany,452,1020.42,2,510.21,53,4.227833333333334,9,2011-12-01 09:20:00
12573,France,84,160.54000000000002,1,160.54000000000002,26,2.0964285714285715,227,2011-04-26 15:52:00
12574,France,61,218.45,1,218.45,11,5.2,316,2011-01-28 09:20:00
12576,Poland,967,1315.83,5,263.166,72,2.4045454545454543,36,2011-11-04 10:11:00
12577,France,472,657.8,3,219.26666666666665,137,1.7950340136054421,35,2011-11-04 13:24:00
12578,Italy,1196,2794.51,2,1397.255,111,3.157017543859649,21,2011-11-18 13:30:00
12579,France,285,440.42,1,440.42,29,3.3386206896551722,78,2011-09-22 17:15:00
12580,Germany,238,415.7,1,415.7,24,2.6075,247,2011-04-07 10:24:00
12581,Germany,161,197.71,1,197.71,15,2.8926666666666665,40,2011-10-31 08:56:00
12582,Finland,300,511.36,2,255.68,21,5.2318181818181815,239,2011-04-15 08:45:00
12583,France,5060,7281.38,15,485.42533333333336,115,3.103603238866397,3,2011-12-07 08:07:00
12584,Italy,416,2338.15,9,259.7944444444445,44,7.484375,4,2011-12-06 09:35:00
12585,Germany,1279,2040.1,2,1020.05,77,3.4639080459770115,234,2011-04-19 13:39:00
12586,Italy,79,196.94000000000003,1,196.94000000000003,11,4.190909090909091,17,2011-11-22 16:24:00
12587,Finland,51,144.0,1,144.0,4,11.56,8,2011-12-02 12:47:00
12588,Finland,53,214.89999999999998,1,214.89999999999998,10,9.58,39,2011-10-31 15:01:00
12589,France,306,646.68,2,323.34,29,4.502857142857143,29,2011-11-11 10:19:00
12590,Germany,4283,9864.26,2,4932.13,68,10.54735294117647,211,2011-05-12 14:52:00
12591,Italy,228,452.84999999999997,1,452.84999999999997,26,3.7807692307692307,317,2011-01-26 14:35:00
12592,Germany,290,437.6,2,218.8,11,3.311111111111111,92,2011-09-08 15:04:00
12593,France,206,418.09999999999997,3,139.36666666666665,14,2.6523809523809527,109,2011-08-23 12:43:00
12594,Italy,1777,3338.2200000000003,10,333.822,50,3.023135593220339,38,2011-11-02 12:20:00
12596,Spain,474,618.27,2,309.135,25,4.405555555555556,51,2011-10-19 13:02:00
12597,Spain,2236,3811.22,4,952.805,184,3.9420873786407764,19,2011-11-20 13:33:00
12598,France,1964,3023.08,8,377.885,84,2.8425757575757578,10,2011-11-30 12:18:00
12599,France,956,1032.58,7,147.51142857142855,32,2.9962903225806454,29,2011-11-10 13:34:00
12600,Germany,774,2599.04,10,259.904,32,5.47375,29,2011-11-11 10:29:00
12601,Germany,245,577.0600000000001,5,115.412,21,6.511071428571428,190,2011-06-03 10:17:00
12602,France,162,153.12,1,153.12,12,1.9708333333333332,59,2011-10-12 11:22:00
12603,Germany,63,739.1999999999999,1,739.1999999999999,2,14.475,22,2011-11-18 10:42:00
12604,France,201,254.18,2,127.09,15,2.59125,79,2011-09-21 14:08:00
12607,USA,1228,1579.51,1,1579.51,101,2.1577227722772276,60,2011-10-10 16:06:00
12609,Germany,648,1126.85,3,375.6166666666666,57,3.5178333333333334,78,2011-09-22 16:34:00
12610,Italy,1049,2099.54,5,419.908,85,5.024716981132076,23,2011-11-17 09:34:00
12611,Italy,846,1193.32,1,1193.32,65,2.675076923076923,52,2011-10-18 13:12:00
12612,Germany,262,704.0400000000001,1,704.0400000000001,19,4.4389473684210525,74,2011-09-26 15:35:00
12613,Germany,1644,3344.38,5,668.876,124,2.8726143790849674,57,2011-10-13 14:59:00
12614,Germany,76,315.6,1,315.6,20,5.61,278,2011-03-07 10:22:00
12615,France,1376,2291.19,4,572.7975,82,3.0896190476190477,2,2011-12-07 15:02:00
12616,France,284,713.3,2,356.65,25,3.8203125,95,2011-09-05 15:17:00
12617,France,213,355.53,1,355.53,39,1.903095238095238,29,2011-11-10 14:39:00
12618,Italy,96,177.31,1,177.31,11,6.6381818181818195,22,2011-11-18 11:10:00
12619,Germany,3378,3641.24,9,404.5822222222222,50,7.056555555555556,16,2011-11-23 14:52:00
12620,France,1181,1339.41,3,446.47,89,2.1478260869565218,15,2011-11-25 10:20:00
12621,Germany,7440,13689.67,20,684.4835,261,2.8922912205567455,2,2011-12-08 11:25:00
12622,Germany,69,180.1,1,180.1,11,5.739090909090909,232,2011-04-21 16:39:00
12623,Germany,191,305.1,1,305.1,18,2.628888888888889,276,2011-03-08 13:50:00
12624,France,355,641.13,2,320.565,36,3.8721052631578945,106,2011-08-25 15:04:00
12625,Germany,1612,2683.82,2,1341.91,73,2.1713953488372093,212,2011-05-12 09:54:00
12626,Germany,3453,6620.48,9,735.6088888888888,232,2.8210544217687072,23,2011-11-16 16:06:00
12627,Germany,2752,4478.53,7,639.79,162,2.937913043478261,11,2011-11-29 12:07:00
12628,Germany,448,786.46,3,262.15333333333336,34,3.591219512195122,4,2011-12-05 13:15:00
12630,Finland,548,1270.88,2,635.44,60,4.48640625,10,2011-11-30 10:48:00
12631,Finland,236,640.5,1,640.5,31,4.537096774193548,57,2011-10-13 13:53:00
12633,Germany,1162,2163.98,4,540.995,73,3.211386138613862,59,2011-10-12 11:40:00
12635,Germany,1172,1689.18,2,844.59,96,2.522079207920792,90,2011-09-11 11:04:00
12637,France,3002,6021.9,8,752.7375,205,2.6583076923076923,67,2011-10-03 13:46:00
12638,Sweden,577,671.69,1,671.69,39,2.56,33,2011-11-06 13:11:00
12639,Sweden,201,486.1,1,486.1,22,4.918181818181818,239,2011-04-15 12:48:00
12640,France,311,1174.58,3,391.52666666666664,47,5.716981132075472,24,2011-11-16 11:52:00
12641,Sweden,72,185.9,1,185.9,10,6.964999999999999,115,2011-08-16 13:26:00
12642,Germany,552,1013.26,3,337.75333333333333,39,3.5906382978723403,25,2011-11-14 15:03:00
12643,France,1808,3344.64,6,557.4399999999999,11,5.187916666666666,128,2011-08-03 12:56:00
12644,Germany,325,477.91,1,477.91,31,2.8045161290322578,130,2011-08-02 10:33:00
12645,Germany,1084,1775.18,4,443.795,58,2.611095890410959,34,2011-11-06 12:38:00
12646,USA,897,1346.97,2,673.485,43,2.387111111111111,5,2011-12-05 10:14:00
12647,Germany,1431,3722.82,12,310.235,78,5.498842975206611,22,2011-11-17 12:56:00
12648,Germany,160,318.05,1,318.05,21,3.1723809523809527,155,2011-07-08 11:55:00
12649,Germany,586,623.51,3,207.83666666666667,28,2.6970967741935485,107,2011-08-24 14:41:00
12650,France,254,314.44,1,314.44,20,1.9344999999999999,3,2011-12-06 16:34:00
12651,France,78,114.0,1,114.0,9,2.244444444444445,335,2011-01-09 12:46:00
12652,France,505,919.98,1,919.98,48,2.8972916666666664,331,2011-01-12 15:00:00
12653,Israel,919,2209.85,2,1104.925,37,2.5909302325581396,149,2011-07-14 10:41:00
12654,Germany,264,601.98,5,120.396,31,4.420526315789473,11,2011-11-29 10:10:00
12656,France,1723,4051.17,5,810.234,89,4.4494444444444445,17,2011-11-22 13:42:00
12657,France,1044,1643.18,4,410.795,35,5.044893617021277,11,2011-11-28 15:47:00
12658,Germany,320,686.05,1,686.05,36,4.114444444444445,19,2011-11-21 10:22:00
12659,France,105,91.68,1,91.68,5,5.308,30,2011-11-10 11:53:00
12660,France,127,245.1,1,245.1,13,3.8653846153846154,11,2011-11-28 13:26:00
12662,Germany,2058,3849.78,11,349.98,129,3.2064782608695652,1,2011-12-09 11:59:00
12664,Finland,1203,4881.88,9,542.4311111111111,10,11.084864864864864,8,2011-12-01 17:07:00
12665,Germany,37,63.0,1,63.0,3,6.833333333333333,325,2011-01-19 08:34:00
12667,Finland,395,620.13,1,620.13,33,3.624242424242424,58,2011-10-12 17:00:00
12668,Germany,1634,3807.15,4,951.7875,115,3.458509316770187,12,2011-11-28 10:56:00
12669,France,1115,2744.0299999999997,3,914.6766666666666,98,13.741386138613862,151,2011-07-12 09:54:00
12670,France,1397,2996.05,5,599.21,58,3.235869565217391,10,2011-11-29 15:23:00
12672,France,78,225.89999999999998,1,225.89999999999998,10,3.79,330,2011-01-14 09:20:00
12673,Germany,351,610.52,2,305.26,42,2.9283333333333337,5,2011-12-04 13:55:00
12674,France,1133,1970.6,4,492.65,52,3.230602409638554,39,2011-11-01 12:12:00
12676,Sweden,670,1331.39,6,221.89833333333334,33,7.0282222222222215,25,2011-11-15 12:25:00
12678,France,10923,17628.46,12,1469.0383333333332,105,6.554666666666667,42,2011-10-28 13:04:00
12679,France,554,1113.02,4,278.255,43,4.004166666666666,59,2011-10-12 12:30:00
12680,France,443,862.81,4,215.7025,33,3.637884615384615,1,2011-12-09 12:50:00
12681,France,7536,13787.54,22,626.7063636363637,267,3.1529153605015674,15,2011-11-25 11:33:00
12682,France,5575,12288.22,31,396.3941935483871,209,3.7501523809523807,4,2011-12-06 10:00:00
12683,France,4987,8476.57,15,565.1046666666666,177,2.719156976744186,4,2011-12-05 16:31:00
12684,France,1985,2283.63,7,326.23285714285714,61,2.5359999999999996,8,2011-12-02 09:53:00
12685,France,1523,2863.08,6,477.18,117,3.0710191082802547,28,2011-11-11 13:46:00
12686,France,107,89.14,1,89.14,7,3.2585714285714285,372,2010-12-03 09:51:00
12688,Israel,3028,4873.8099999999995,1,4873.8099999999995,171,4.124736842105263,114,2011-08-18 08:49:00
12689,France,628,1247.61,2,623.805,57,2.8519444444444444,26,2011-11-14 08:31:00
12690,France,106,389.01,1,389.01,16,5.5268749999999995,206,2011-05-18 09:09:00
12691,France,394,1035.8,6,172.63333333333333,21,5.0359375,28,2011-11-11 16:49:00
12693,Germany,255,855.91,4,213.9775,35,5.44025641025641,127,2011-08-04 17:51:00
12694,France,509,869.67,2,434.835,32,3.901621621621622,70,2011-09-30 13:06:00
12695,France,220,582.1,4,145.525,23,4.785555555555556,7,2011-12-02 13:22:00
12697,Sweden,508,957.59,3,319.19666666666666,37,5.027560975609756,29,2011-11-11 08:47:00
12700,France,2967,4939.99,4,1234.9975,193,2.6198880597014926,8,2011-12-02 10:47:00
12701,Germany,678,797.71,2,398.855,50,3.0907547169811322,80,2011-09-21 10:47:00
12702,Germany,53,219.0,1,219.0,12,5.441666666666666,20,2011-11-20 10:36:00
12703,Germany,164,283.55,1,283.55,21,2.638095238095238,71,2011-09-29 17:52:00
12704,Finland,1006,2340.84,8,292.605,64,6.428409090909091,7,2011-12-02 13:15:00
12705,Germany,3997,6868.29,9,763.1433333333333,228,2.8610179640718565,15,2011-11-24 13:17:00
12707,France,256,603.42,1,603.42,33,3.236666666666667,292,2011-02-21 08:38:00
12708,Germany,1307,2712.91,10,271.291,86,4.316433121019108,30,2011-11-10 09:52:00
12709,Germany,3936,9736.52,15,649.1013333333334,93,3.3240865384615383,15,2011-11-24 15:38:00
12710,Germany,851,1149.02,3,383.00666666666666,75,2.718441558441558,97,2011-09-04 12:00:00
12712,Germany,1062,4396.13,13,338.1638461538462,58,6.379924812030075,29,2011-11-11 08:19:00
12713,Germany,508,848.55,1,848.55,38,2.503421052631579,1,2011-12-09 12:16:00
